file,fileDate,time_raw,layer,time_dt,mesh,timeRes,date,timeStep,i,timeCalculated
linnhe7_20211107_0007.nc,20211107,2021-11-01T13:40:00.000000,20,2021-11-01T13:40:00Z,linnhe7,5min,2021-11-01,5,164,2021-11-01T13:40:00Z
westcoms2_20211107_0007.nc,20211107,2021-11-01T13:40:00.000000,20,2021-11-01T13:40:00Z,WeStCOMS2,5min,2021-11-01,5,164,2021-11-01T13:40:00Z
linnhe7_20211107_0007.nc,20211107,2021-11-01T13:45:00.000000,21,2021-11-01T13:45:00Z,linnhe7,5min,2021-11-01,5,165,2021-11-01T13:45:00Z
westcoms2_20211107_0007.nc,20211107,2021-11-01T13:45:00.000000,21,2021-11-01T13:45:00Z,WeStCOMS2,5min,2021-11-01,5,165,2021-11-01T13:45:00Z
linnhe7_20211107_0007.nc,20211107,2021-11-01T13:50:00.000000,22,2021-11-01T13:50:00Z,linnhe7,5min,2021-11-01,5,166,2021-11-01T13:50:00Z
westcoms2_20211107_0007.nc,20211107,2021-11-01T13:50:00.000000,22,2021-11-01T13:50:00Z,WeStCOMS2,5min,2021-11-01,5,166,2021-11-01T13:50:00Z
linnhe7_20211107_0007.nc,20211107,2021-11-01T13:55:00.000000,23,2021-11-01T13:55:00Z,linnhe7,5min,2021-11-01,5,167,2021-11-01T13:55:00Z
westcoms2_20211107_0007.nc,20211107,2021-11-01T13:55:00.000000,23,2021-11-01T13:55:00Z,WeStCOMS2,5min,2021-11-01,5,167,2021-11-01T13:55:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:00:00.000000,0,2021-11-01T14:00:00Z,linnhe7,5min,2021-11-01,5,168,2021-11-01T14:00:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:00:00.000000,0,2021-11-01T14:00:00Z,WeStCOMS2,5min,2021-11-01,5,168,2021-11-01T14:00:00Z
westcoms2_20211101_0006.nc,20211101,2021-11-01T14:00:00.000000,14,2021-11-01T14:00:00Z,WeStCOMS2,1h,2021-11-01,60,14,2021-11-01T14:00:00Z
linnhe7_20211101_0001.nc,20211101,1635775232,14,2021-11-01T14:00:32Z,linnhe7,1h,2021-11-01,59.7333333333333,36,2021-11-01T14:00:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:05:00.000000,1,2021-11-01T14:05:00Z,linnhe7,5min,2021-11-01,5,169,2021-11-01T14:05:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:05:00.000000,1,2021-11-01T14:05:00Z,WeStCOMS2,5min,2021-11-01,5,169,2021-11-01T14:05:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:10:00.000000,2,2021-11-01T14:10:00Z,linnhe7,5min,2021-11-01,5,170,2021-11-01T14:10:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:10:00.000000,2,2021-11-01T14:10:00Z,WeStCOMS2,5min,2021-11-01,5,170,2021-11-01T14:10:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:15:00.000000,3,2021-11-01T14:15:00Z,linnhe7,5min,2021-11-01,5,171,2021-11-01T14:15:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:15:00.000000,3,2021-11-01T14:15:00Z,WeStCOMS2,5min,2021-11-01,5,171,2021-11-01T14:15:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:20:00.000000,4,2021-11-01T14:20:00Z,linnhe7,5min,2021-11-01,5,172,2021-11-01T14:20:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:20:00.000000,4,2021-11-01T14:20:00Z,WeStCOMS2,5min,2021-11-01,5,172,2021-11-01T14:20:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:25:00.000000,5,2021-11-01T14:25:00Z,linnhe7,5min,2021-11-01,5,173,2021-11-01T14:25:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:25:00.000000,5,2021-11-01T14:25:00Z,WeStCOMS2,5min,2021-11-01,5,173,2021-11-01T14:25:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:30:00.000000,6,2021-11-01T14:30:00Z,linnhe7,5min,2021-11-01,5,174,2021-11-01T14:30:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:30:00.000000,6,2021-11-01T14:30:00Z,WeStCOMS2,5min,2021-11-01,5,174,2021-11-01T14:30:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:35:00.000000,7,2021-11-01T14:35:00Z,linnhe7,5min,2021-11-01,5,175,2021-11-01T14:35:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:35:00.000000,7,2021-11-01T14:35:00Z,WeStCOMS2,5min,2021-11-01,5,175,2021-11-01T14:35:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:40:00.000000,8,2021-11-01T14:40:00Z,linnhe7,5min,2021-11-01,5,176,2021-11-01T14:40:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:40:00.000000,8,2021-11-01T14:40:00Z,WeStCOMS2,5min,2021-11-01,5,176,2021-11-01T14:40:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:45:00.000000,9,2021-11-01T14:45:00Z,linnhe7,5min,2021-11-01,5,177,2021-11-01T14:45:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:45:00.000000,9,2021-11-01T14:45:00Z,WeStCOMS2,5min,2021-11-01,5,177,2021-11-01T14:45:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:50:00.000000,10,2021-11-01T14:50:00Z,linnhe7,5min,2021-11-01,5,178,2021-11-01T14:50:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:50:00.000000,10,2021-11-01T14:50:00Z,WeStCOMS2,5min,2021-11-01,5,178,2021-11-01T14:50:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T14:55:00.000000,11,2021-11-01T14:55:00Z,linnhe7,5min,2021-11-01,5,179,2021-11-01T14:55:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T14:55:00.000000,11,2021-11-01T14:55:00Z,WeStCOMS2,5min,2021-11-01,5,179,2021-11-01T14:55:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:00:00.000000,12,2021-11-01T15:00:00Z,linnhe7,5min,2021-11-01,5,180,2021-11-01T15:00:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:00:00.000000,12,2021-11-01T15:00:00Z,WeStCOMS2,5min,2021-11-01,5,180,2021-11-01T15:00:00Z
westcoms2_20211101_0006.nc,20211101,2021-11-01T15:00:00.000000,15,2021-11-01T15:00:00Z,WeStCOMS2,1h,2021-11-01,60,15,2021-11-01T15:00:00Z
linnhe7_20211101_0001.nc,20211101,1635778816,15,2021-11-01T15:00:16Z,linnhe7,1h,2021-11-01,59.7333333333333,37,2021-11-01T15:00:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:05:00.000000,13,2021-11-01T15:05:00Z,linnhe7,5min,2021-11-01,5,181,2021-11-01T15:05:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:05:00.000000,13,2021-11-01T15:05:00Z,WeStCOMS2,5min,2021-11-01,5,181,2021-11-01T15:05:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:10:00.000000,14,2021-11-01T15:10:00Z,linnhe7,5min,2021-11-01,5,182,2021-11-01T15:10:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:10:00.000000,14,2021-11-01T15:10:00Z,WeStCOMS2,5min,2021-11-01,5,182,2021-11-01T15:10:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:15:00.000000,15,2021-11-01T15:15:00Z,linnhe7,5min,2021-11-01,5,183,2021-11-01T15:15:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:15:00.000000,15,2021-11-01T15:15:00Z,WeStCOMS2,5min,2021-11-01,5,183,2021-11-01T15:15:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:20:00.000000,16,2021-11-01T15:20:00Z,linnhe7,5min,2021-11-01,5,184,2021-11-01T15:20:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:20:00.000000,16,2021-11-01T15:20:00Z,WeStCOMS2,5min,2021-11-01,5,184,2021-11-01T15:20:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:25:00.000000,17,2021-11-01T15:25:00Z,linnhe7,5min,2021-11-01,5,185,2021-11-01T15:25:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:25:00.000000,17,2021-11-01T15:25:00Z,WeStCOMS2,5min,2021-11-01,5,185,2021-11-01T15:25:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:30:00.000000,18,2021-11-01T15:30:00Z,linnhe7,5min,2021-11-01,5,186,2021-11-01T15:30:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:30:00.000000,18,2021-11-01T15:30:00Z,WeStCOMS2,5min,2021-11-01,5,186,2021-11-01T15:30:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:35:00.000000,19,2021-11-01T15:35:00Z,linnhe7,5min,2021-11-01,5,187,2021-11-01T15:35:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:35:00.000000,19,2021-11-01T15:35:00Z,WeStCOMS2,5min,2021-11-01,5,187,2021-11-01T15:35:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:40:00.000000,20,2021-11-01T15:40:00Z,linnhe7,5min,2021-11-01,5,188,2021-11-01T15:40:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:40:00.000000,20,2021-11-01T15:40:00Z,WeStCOMS2,5min,2021-11-01,5,188,2021-11-01T15:40:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:45:00.000000,21,2021-11-01T15:45:00Z,linnhe7,5min,2021-11-01,5,189,2021-11-01T15:45:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:45:00.000000,21,2021-11-01T15:45:00Z,WeStCOMS2,5min,2021-11-01,5,189,2021-11-01T15:45:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:50:00.000000,22,2021-11-01T15:50:00Z,linnhe7,5min,2021-11-01,5,190,2021-11-01T15:50:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:50:00.000000,22,2021-11-01T15:50:00Z,WeStCOMS2,5min,2021-11-01,5,190,2021-11-01T15:50:00Z
linnhe7_20211108_0008.nc,20211108,2021-11-01T15:55:00.000000,23,2021-11-01T15:55:00Z,linnhe7,5min,2021-11-01,5,191,2021-11-01T15:55:00Z
westcoms2_20211108_0008.nc,20211108,2021-11-01T15:55:00.000000,23,2021-11-01T15:55:00Z,WeStCOMS2,5min,2021-11-01,5,191,2021-11-01T15:55:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:00:00.000000,0,2021-11-01T16:00:00Z,linnhe7,5min,2021-11-01,5,192,2021-11-01T16:00:00Z
linnhe7_20211101_0001.nc,20211101,1635782400,16,2021-11-01T16:00:00Z,linnhe7,1h,2021-11-01,59.7333333333333,38,2021-11-01T16:00:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:00:00.000000,0,2021-11-01T16:00:00Z,WeStCOMS2,5min,2021-11-01,5,192,2021-11-01T16:00:00Z
westcoms2_20211101_0006.nc,20211101,2021-11-01T16:00:00.000000,16,2021-11-01T16:00:00Z,WeStCOMS2,1h,2021-11-01,60,16,2021-11-01T16:00:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:05:00.000000,1,2021-11-01T16:05:00Z,linnhe7,5min,2021-11-01,5,193,2021-11-01T16:05:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:05:00.000000,1,2021-11-01T16:05:00Z,WeStCOMS2,5min,2021-11-01,5,193,2021-11-01T16:05:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:10:00.000000,2,2021-11-01T16:10:00Z,linnhe7,5min,2021-11-01,5,194,2021-11-01T16:10:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:10:00.000000,2,2021-11-01T16:10:00Z,WeStCOMS2,5min,2021-11-01,5,194,2021-11-01T16:10:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:15:00.000000,3,2021-11-01T16:15:00Z,linnhe7,5min,2021-11-01,5,195,2021-11-01T16:15:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:15:00.000000,3,2021-11-01T16:15:00Z,WeStCOMS2,5min,2021-11-01,5,195,2021-11-01T16:15:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:20:00.000000,4,2021-11-01T16:20:00Z,linnhe7,5min,2021-11-01,5,196,2021-11-01T16:20:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:20:00.000000,4,2021-11-01T16:20:00Z,WeStCOMS2,5min,2021-11-01,5,196,2021-11-01T16:20:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:25:00.000000,5,2021-11-01T16:25:00Z,linnhe7,5min,2021-11-01,5,197,2021-11-01T16:25:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:25:00.000000,5,2021-11-01T16:25:00Z,WeStCOMS2,5min,2021-11-01,5,197,2021-11-01T16:25:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:30:00.000000,6,2021-11-01T16:30:00Z,linnhe7,5min,2021-11-01,5,198,2021-11-01T16:30:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:30:00.000000,6,2021-11-01T16:30:00Z,WeStCOMS2,5min,2021-11-01,5,198,2021-11-01T16:30:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:35:00.000000,7,2021-11-01T16:35:00Z,linnhe7,5min,2021-11-01,5,199,2021-11-01T16:35:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:35:00.000000,7,2021-11-01T16:35:00Z,WeStCOMS2,5min,2021-11-01,5,199,2021-11-01T16:35:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:40:00.000000,8,2021-11-01T16:40:00Z,linnhe7,5min,2021-11-01,5,200,2021-11-01T16:40:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:40:00.000000,8,2021-11-01T16:40:00Z,WeStCOMS2,5min,2021-11-01,5,200,2021-11-01T16:40:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:45:00.000000,9,2021-11-01T16:45:00Z,linnhe7,5min,2021-11-01,5,201,2021-11-01T16:45:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:45:00.000000,9,2021-11-01T16:45:00Z,WeStCOMS2,5min,2021-11-01,5,201,2021-11-01T16:45:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:50:00.000000,10,2021-11-01T16:50:00Z,linnhe7,5min,2021-11-01,5,202,2021-11-01T16:50:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:50:00.000000,10,2021-11-01T16:50:00Z,WeStCOMS2,5min,2021-11-01,5,202,2021-11-01T16:50:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T16:55:00.000000,11,2021-11-01T16:55:00Z,linnhe7,5min,2021-11-01,5,203,2021-11-01T16:55:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T16:55:00.000000,11,2021-11-01T16:55:00Z,WeStCOMS2,5min,2021-11-01,5,203,2021-11-01T16:55:00Z
linnhe7_20211101_0001.nc,20211101,1635785984,17,2021-11-01T16:59:44Z,linnhe7,1h,2021-11-01,59.7333333333333,39,2021-11-01T17:00:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:00:00.000000,12,2021-11-01T17:00:00Z,linnhe7,5min,2021-11-01,5,204,2021-11-01T17:00:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:00:00.000000,12,2021-11-01T17:00:00Z,WeStCOMS2,5min,2021-11-01,5,204,2021-11-01T17:00:00Z
westcoms2_20211101_0006.nc,20211101,2021-11-01T17:00:00.000000,17,2021-11-01T17:00:00Z,WeStCOMS2,1h,2021-11-01,60,17,2021-11-01T17:00:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:05:00.000000,13,2021-11-01T17:05:00Z,linnhe7,5min,2021-11-01,5,205,2021-11-01T17:05:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:05:00.000000,13,2021-11-01T17:05:00Z,WeStCOMS2,5min,2021-11-01,5,205,2021-11-01T17:05:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:10:00.000000,14,2021-11-01T17:10:00Z,linnhe7,5min,2021-11-01,5,206,2021-11-01T17:10:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:10:00.000000,14,2021-11-01T17:10:00Z,WeStCOMS2,5min,2021-11-01,5,206,2021-11-01T17:10:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:15:00.000000,15,2021-11-01T17:15:00Z,linnhe7,5min,2021-11-01,5,207,2021-11-01T17:15:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:15:00.000000,15,2021-11-01T17:15:00Z,WeStCOMS2,5min,2021-11-01,5,207,2021-11-01T17:15:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:20:00.000000,16,2021-11-01T17:20:00Z,linnhe7,5min,2021-11-01,5,208,2021-11-01T17:20:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:20:00.000000,16,2021-11-01T17:20:00Z,WeStCOMS2,5min,2021-11-01,5,208,2021-11-01T17:20:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:25:00.000000,17,2021-11-01T17:25:00Z,linnhe7,5min,2021-11-01,5,209,2021-11-01T17:25:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:25:00.000000,17,2021-11-01T17:25:00Z,WeStCOMS2,5min,2021-11-01,5,209,2021-11-01T17:25:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:30:00.000000,18,2021-11-01T17:30:00Z,linnhe7,5min,2021-11-01,5,210,2021-11-01T17:30:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:30:00.000000,18,2021-11-01T17:30:00Z,WeStCOMS2,5min,2021-11-01,5,210,2021-11-01T17:30:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:35:00.000000,19,2021-11-01T17:35:00Z,linnhe7,5min,2021-11-01,5,211,2021-11-01T17:35:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:35:00.000000,19,2021-11-01T17:35:00Z,WeStCOMS2,5min,2021-11-01,5,211,2021-11-01T17:35:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:40:00.000000,20,2021-11-01T17:40:00Z,linnhe7,5min,2021-11-01,5,212,2021-11-01T17:40:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:40:00.000000,20,2021-11-01T17:40:00Z,WeStCOMS2,5min,2021-11-01,5,212,2021-11-01T17:40:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:45:00.000000,21,2021-11-01T17:45:00Z,linnhe7,5min,2021-11-01,5,213,2021-11-01T17:45:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:45:00.000000,21,2021-11-01T17:45:00Z,WeStCOMS2,5min,2021-11-01,5,213,2021-11-01T17:45:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:50:00.000000,22,2021-11-01T17:50:00Z,linnhe7,5min,2021-11-01,5,214,2021-11-01T17:50:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:50:00.000000,22,2021-11-01T17:50:00Z,WeStCOMS2,5min,2021-11-01,5,214,2021-11-01T17:50:00Z
linnhe7_20211109_0009.nc,20211109,2021-11-01T17:55:00.000000,23,2021-11-01T17:55:00Z,linnhe7,5min,2021-11-01,5,215,2021-11-01T17:55:00Z
westcoms2_20211109_0009.nc,20211109,2021-11-01T17:55:00.000000,23,2021-11-01T17:55:00Z,WeStCOMS2,5min,2021-11-01,5,215,2021-11-01T17:55:00Z
linnhe7_20211101_0001.nc,20211101,1635789568,18,2021-11-01T17:59:28Z,linnhe7,1h,2021-11-01,59.7333333333333,40,2021-11-01T18:00:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:00:00.000000,0,2021-11-01T18:00:00Z,linnhe7,5min,2021-11-01,5,216,2021-11-01T18:00:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:00:00.000000,0,2021-11-01T18:00:00Z,WeStCOMS2,5min,2021-11-01,5,216,2021-11-01T18:00:00Z
westcoms2_20211101_0006.nc,20211101,2021-11-01T18:00:00.000000,18,2021-11-01T18:00:00Z,WeStCOMS2,1h,2021-11-01,60,18,2021-11-01T18:00:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:05:00.000000,1,2021-11-01T18:05:00Z,linnhe7,5min,2021-11-01,5,217,2021-11-01T18:05:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:05:00.000000,1,2021-11-01T18:05:00Z,WeStCOMS2,5min,2021-11-01,5,217,2021-11-01T18:05:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:10:00.000000,2,2021-11-01T18:10:00Z,linnhe7,5min,2021-11-01,5,218,2021-11-01T18:10:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:10:00.000000,2,2021-11-01T18:10:00Z,WeStCOMS2,5min,2021-11-01,5,218,2021-11-01T18:10:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:15:00.000000,3,2021-11-01T18:15:00Z,linnhe7,5min,2021-11-01,5,219,2021-11-01T18:15:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:15:00.000000,3,2021-11-01T18:15:00Z,WeStCOMS2,5min,2021-11-01,5,219,2021-11-01T18:15:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:20:00.000000,4,2021-11-01T18:20:00Z,linnhe7,5min,2021-11-01,5,220,2021-11-01T18:20:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:20:00.000000,4,2021-11-01T18:20:00Z,WeStCOMS2,5min,2021-11-01,5,220,2021-11-01T18:20:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:25:00.000000,5,2021-11-01T18:25:00Z,linnhe7,5min,2021-11-01,5,221,2021-11-01T18:25:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:25:00.000000,5,2021-11-01T18:25:00Z,WeStCOMS2,5min,2021-11-01,5,221,2021-11-01T18:25:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:30:00.000000,6,2021-11-01T18:30:00Z,linnhe7,5min,2021-11-01,5,222,2021-11-01T18:30:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:30:00.000000,6,2021-11-01T18:30:00Z,WeStCOMS2,5min,2021-11-01,5,222,2021-11-01T18:30:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:35:00.000000,7,2021-11-01T18:35:00Z,linnhe7,5min,2021-11-01,5,223,2021-11-01T18:35:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:35:00.000000,7,2021-11-01T18:35:00Z,WeStCOMS2,5min,2021-11-01,5,223,2021-11-01T18:35:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:40:00.000000,8,2021-11-01T18:40:00Z,linnhe7,5min,2021-11-01,5,224,2021-11-01T18:40:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:40:00.000000,8,2021-11-01T18:40:00Z,WeStCOMS2,5min,2021-11-01,5,224,2021-11-01T18:40:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:45:00.000000,9,2021-11-01T18:45:00Z,linnhe7,5min,2021-11-01,5,225,2021-11-01T18:45:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:45:00.000000,9,2021-11-01T18:45:00Z,WeStCOMS2,5min,2021-11-01,5,225,2021-11-01T18:45:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:50:00.000000,10,2021-11-01T18:50:00Z,linnhe7,5min,2021-11-01,5,226,2021-11-01T18:50:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:50:00.000000,10,2021-11-01T18:50:00Z,WeStCOMS2,5min,2021-11-01,5,226,2021-11-01T18:50:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T18:55:00.000000,11,2021-11-01T18:55:00Z,linnhe7,5min,2021-11-01,5,227,2021-11-01T18:55:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T18:55:00.000000,11,2021-11-01T18:55:00Z,WeStCOMS2,5min,2021-11-01,5,227,2021-11-01T18:55:00Z
linnhe7_20211101_0001.nc,20211101,1635793152,19,2021-11-01T18:59:12Z,linnhe7,1h,2021-11-01,59.7333333333333,41,2021-11-01T19:00:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T19:00:00.000000,12,2021-11-01T19:00:00Z,linnhe7,5min,2021-11-01,5,228,2021-11-01T19:00:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T19:00:00.000000,12,2021-11-01T19:00:00Z,WeStCOMS2,5min,2021-11-01,5,228,2021-11-01T19:00:00Z
westcoms2_20211101_0006.nc,20211101,2021-11-01T19:00:00.000000,19,2021-11-01T19:00:00Z,WeStCOMS2,1h,2021-11-01,60,19,2021-11-01T19:00:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T19:05:00.000000,13,2021-11-01T19:05:00Z,linnhe7,5min,2021-11-01,5,229,2021-11-01T19:05:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T19:05:00.000000,13,2021-11-01T19:05:00Z,WeStCOMS2,5min,2021-11-01,5,229,2021-11-01T19:05:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T19:10:00.000000,14,2021-11-01T19:10:00Z,linnhe7,5min,2021-11-01,5,230,2021-11-01T19:10:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T19:10:00.000000,14,2021-11-01T19:10:00Z,WeStCOMS2,5min,2021-11-01,5,230,2021-11-01T19:10:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T19:15:00.000000,15,2021-11-01T19:15:00Z,linnhe7,5min,2021-11-01,5,231,2021-11-01T19:15:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T19:15:00.000000,15,2021-11-01T19:15:00Z,WeStCOMS2,5min,2021-11-01,5,231,2021-11-01T19:15:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T19:20:00.000000,16,2021-11-01T19:20:00Z,linnhe7,5min,2021-11-01,5,232,2021-11-01T19:20:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T19:20:00.000000,16,2021-11-01T19:20:00Z,WeStCOMS2,5min,2021-11-01,5,232,2021-11-01T19:20:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T19:25:00.000000,17,2021-11-01T19:25:00Z,linnhe7,5min,2021-11-01,5,233,2021-11-01T19:25:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T19:25:00.000000,17,2021-11-01T19:25:00Z,WeStCOMS2,5min,2021-11-01,5,233,2021-11-01T19:25:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T19:30:00.000000,18,2021-11-01T19:30:00Z,linnhe7,5min,2021-11-01,5,234,2021-11-01T19:30:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T19:30:00.000000,18,2021-11-01T19:30:00Z,WeStCOMS2,5min,2021-11-01,5,234,2021-11-01T19:30:00Z
linnhe7_20211110_0010.nc,20211110,2021-11-01T19:35:00.000000,19,2021-11-01T19:35:00Z,linnhe7,5min,2021-11-01,5,235,2021-11-01T19:35:00Z
westcoms2_20211110_0010.nc,20211110,2021-11-01T19:35:00.000000,19,2021-11-01T19:35:00Z,WeStCOMS2,5min,2021-11-01,5,235,2021-11-01T19:35:00Z
