i,area,depth,trinode_1,trinode_2,trinode_3,lochRegion
"53068",129610.234863281,122.957176208496,"29598","30053","30052","7"
"53069",109400.552734375,144.310211181641,"30054","30053","29598","7"
"53070",111208.968261719,160.892913818359,"29598","29599","30054","7"
"53071",110849.237304688,189.180740356445,"30055","30054","29599","7"
"53072",106737.559570313,198.658996582031,"29599","30056","30055","7"
"53073",104732.376464844,195.439727783203,"29599","29600","30056","7"
"53074",98879.8120117188,164.212203979492,"30057","30056","29600","7"
"53075",92364.7119140625,125.41633605957,"30057","29600","29601","7"
"53076",99283.6875,71.5874252319336,"30057","29601","30058","7"
"53077",86951.0029296875,54.2357711791992,"29602","30058","29601","7"
"53078",86254.8325195313,32.7088012695313,"29602","30059","30058","7"
"53079",77289.9091796875,29.9594802856445,"29602","29603","30059","7"
"53080",61723.5673828125,16.6780395507813,"30060","30059","29603","7"
"53081",52454.4165039063,11.1359777450562,"30060","29603","29604","7"
"53896",85415.7578125,45.501579284668,"30050","30514","30513","7"
"53897",70987.1860351563,61.1773719787598,"30050","30515","30514","7"
"53898",119758.877441406,82.6006469726563,"30050","30051","30515","7"
"53899",97100.0361328125,101.112144470215,"30516","30515","30051","7"
"53900",126732.658203125,105.788871765137,"30052","30516","30051","7"
"53901",108259.2109375,108.135971069336,"30517","30516","30052","7"
"53902",114616.946777344,120.641845703125,"30053","30517","30052","7"
"53903",109538.84375,124.675971984863,"30517","30053","30518","7"
"53904",84540.185546875,144.108169555664,"30519","30518","30053","7"
"53905",87538.05859375,161.42707824707,"30519","30053","30054","7"
"53906",95993.736328125,180.129699707031,"30054","30520","30519","7"
"53907",105826.271484375,191.300659179688,"30054","30055","30520","7"
"53908",109155.08203125,200.597198486328,"30521","30520","30055","7"
"53909",103373.222167969,201.885971069336,"30521","30055","30522","7"
"53910",102931.976074219,202.067672729492,"30522","30055","30056","7"
"53911",94851.466796875,177.281494140625,"30523","30522","30056","7"
"53912",94426.8037109375,142.645278930664,"30523","30056","30057","7"
"53913",76655.6474609375,90.6023559570313,"30057","30524","30523","7"
"53914",79045.6435546875,58.3403701782227,"30058","30524","30057","7"
"53915",92293.0971679688,28.0442028045654,"30525","30524","30058","7"
"53916",79650.4365234375,15.6077318191528,"30525","30058","30526","7"
"53917",94617.4833984375,19.4814872741699,"30526","30058","30059","7"
"53918",56004.6225585938,11.2321739196777,"30527","30526","30059","7"
"53919",52229.0654296875,11.1780490875244,"30527","30059","30060","7"
"54693",85961.6958007813,59.7472229003906,"30961","30959","30512","7"
"54694",79207.3051757813,38.776912689209,"30962","30961","30512","7"
"54695",75447.0166015625,35.826416015625,"30512","30513","30962","7"
"54696",67064.7436523438,36.4395637512207,"30513","30963","30962","7"
"54697",54250.7021484375,39.1305961608887,"30963","30513","30514","7"
"54698",58689.5786132813,41.1534729003906,"30514","30964","30963","7"
"54699",69000.609375,62.2894248962402,"30514","30515","30964","7"
"54700",54931.2890625,79.2452545166016,"30964","30515","30965","7"
"54701",59537.5986328125,96.4861373901367,"30966","30965","30515","7"
"54702",90026.384765625,101.825469970703,"30515","30516","30966","7"
"54703",87682.1572265625,107.04719543457,"30516","30517","30966","7"
"54704",104052.623535156,105.779136657715,"30967","30966","30517","7"
"54705",105612.505859375,110.902030944824,"30518","30967","30517","7"
"54706",119038.435546875,111.914367675781,"30967","30518","30968","7"
"54707",128141.749023438,129.823974609375,"30969","30968","30518","7"
"54708",84839.9111328125,148.24382019043,"30969","30518","30519","7"
"54709",95228.8583984375,174.487991333008,"30519","30520","30969","7"
"54710",115643.601074219,185.135620117188,"30969","30520","30970","7"
"54711",103311.3046875,200.073867797852,"30970","30520","30521","7"
"54712",114992.63671875,181.961639404297,"30521","30971","30970","7"
"54713",111152.661132813,176.436935424805,"30972","30971","30521","7"
"54714",99041.0893554688,195.837936401367,"30522","30972","30521","7"
"54715",123138.428222656,150.64404296875,"30972","30522","30973","7"
"54716",117728.176269531,131.905883789063,"30523","30973","30522","7"
"54717",83106.4560546875,79.1271820068359,"30973","30523","30524","7"
"54718",98234.7241210938,44.4477767944336,"30524","30974","30973","7"
"54719",106788.947753906,25.6267852783203,"30974","30524","30525","7"
"54720",54457.095703125,13.4439058303833,"30974","30525","30975","7"
"55446",87768.796875,29.8111171722412,"31391","31390","30955","7"
"55447",68005.03125,31.0686740875244,"31392","31391","30955","7"
"55448",113739.406738281,36.3895225524902,"30956","31392","30955","7"
"55449",97944.0380859375,36.6034469604492,"31393","31392","30956","7"
"55450",109657.160644531,37.5135688781738,"31393","30956","30957","7"
"55451",90698.859375,33.092456817627,"31394","31393","30957","7"
"55452",88704.048828125,36.7969551086426,"31395","31394","30957","7"
"55453",96462.5390625,47.7551879882813,"31395","30957","30958","7"
"55454",90285.5756835938,67.6759719848633,"30958","30959","31395","7"
"55455",97046.8212890625,64.6338272094727,"31396","31395","30959","7"
"55456",82423.4599609375,68.8280487060547,"30961","31396","30959","7"
"55457",62611.4887695313,57.5802192687988,"31397","31396","30961","7"
"55458",50423.58984375,57.6914329528809,"31398","31397","30961","7"
"55459",52654.88671875,47.9689598083496,"31398","30961","30962","7"
"55460",40051.2114257813,38.1889877319336,"31398","30962","31399","7"
"55461",34797.9956054688,29.6100883483887,"30963","31399","30962","7"
"55462",33655.802734375,27.2874317169189,"31400","31399","30963","7"
"55463",42979.8266601563,36.1397819519043,"30964","31400","30963","7"
"55464",37784.13671875,35.2429275512695,"31401","31400","30964","7"
"55465",31273.83203125,40.228630065918,"31401","30964","31402","7"
"55466",44153.6186523438,60.6686210632324,"31402","30964","30965","7"
"55467",64412.5439453125,79.2064361572266,"31403","31402","30965","7"
"55468",52683.490234375,101.371032714844,"31403","30965","30966","7"
"55469",83758.0419921875,105.442306518555,"31403","30966","30967","7"
"55470",96275.5258789063,107.700263977051,"31403","30967","31404","7"
"55471",125508.231445313,109.049438476563,"31404","30967","30968","7"
"55472",141023.022949219,110.332534790039,"30968","31405","31404","7"
"55473",124823.288085938,103.205924987793,"30968","31406","31405","7"
"55474",149039.094726563,117.726493835449,"31406","30968","31407","7"
"55475",132724.093261719,139.395233154297,"31407","30968","30969","7"
"55476",114311.307128906,168.46272277832,"30970","31407","30969","7"
"55477",106689.196289063,180.681640625,"31408","31407","30970","7"
"55478",98967.9321289063,179.242309570313,"30971","31408","30970","7"
"55479",109834.625,158.444717407227,"31408","30971","31409","7"
"55480",111934.322265625,125.81909942627,"31409","30971","31410","7"
"55481",86469.0400390625,105.683258056641,"30971","31411","31410","7"
"55482",93776.2377929688,135.478775024414,"31411","30971","30972","7"
"55483",78817.5581054688,103.199829101563,"31411","30972","31412","7"
"55484",97311.2138671875,98.9640960693359,"30973","31412","30972","7"
"55485",86197.0634765625,44.3630752563477,"31413","31412","30973","7"
"55486",105421.113769531,36.1585350036621,"31413","30973","30974","7"
"55487",64514.86328125,19.6111030578613,"31413","30974","31414","7"
"55488",72521.365234375,15.7174644470215,"31414","30974","30975","7"
"55489",37397.0668945313,8.89503574371338,"31414","30975","31415","7"
"56224",103541.448242188,27.0706214904785,"31840","31390","31841","7"
"56225",93645.8208007813,28.8536834716797,"31841","31390","31842","7"
"56226",88527.146484375,28.2371425628662,"31842","31390","31391","7"
"56227",67757.1811523438,29.1789131164551,"31842","31391","31843","7"
"56228",81123.9711914063,30.4905567169189,"31843","31391","31392","7"
"56229",101800.662597656,30.1976127624512,"31843","31392","31844","7"
"56230",103214.455078125,30.9896545410156,"31393","31844","31392","7"
"56231",100950.662597656,30.1011867523193,"31844","31393","31845","7"
"56232",84848.2060546875,31.2938652038574,"31394","31845","31393","7"
"56233",76358.7451171875,30.2309761047363,"31394","31846","31845","7"
"56234",82233.994140625,35.3002014160156,"31394","31395","31846","7"
"56235",87214.6264648438,35.3981056213379,"31395","31847","31846","7"
"56236",76392.8784179688,44.4167518615723,"31396","31847","31395","7"
"56237",72046.5170898438,42.6559143066406,"31848","31847","31396","7"
"56238",51811.953125,51.6251525878906,"31397","31848","31396","7"
"56239",49820.78125,43.9733581542969,"31849","31848","31397","7"
"56240",35358.8974609375,40.9270401000977,"31850","31849","31397","7"
"56241",40571.3212890625,48.6900520324707,"31398","31850","31397","7"
"56242",35624.615234375,33.2063827514648,"31851","31850","31398","7"
"56243",31691.994140625,32.4277954101563,"31851","31398","31399","7"
"56244",17921.33984375,21.422513961792,"31399","31400","31851","7"
"56245",15571.427734375,18.2622890472412,"31400","31852","31851","7"
"56246",21703.9814453125,23.2303562164307,"31401","31852","31400","7"
"56247",22566.1743164063,19.8448181152344,"31853","31852","31401","7"
"56248",36467.6318359375,23.1785545349121,"31854","31853","31401","7"
"56249",34900.474609375,31.5497932434082,"31402","31854","31401","7"
"56250",34373.9228515625,42.1020965576172,"31854","31402","31855","7"
"56251",54726.7905273438,69.3187484741211,"31855","31402","31403","7"
"56252",84783.7758789063,92.8034439086914,"31855","31403","31856","7"
"56253",84264.6850585938,110.129875183105,"31403","31404","31856","7"
"56254",72129.9013671875,108.374572753906,"31857","31856","31404","7"
"56255",82102.552734375,107.228065490723,"31405","31857","31404","7"
"56256",81489.7265625,93.2606735229492,"31857","31405","31858","7"
"56257",85783.1123046875,88.1233596801758,"31859","31858","31405","7"
"56258",133816.103515625,94.9641418457031,"31405","31406","31859","7"
"56259",95296.2036132813,122.536911010742,"31406","31860","31859","7"
"56260",101817.8515625,160.752212524414,"31406","31861","31860","7"
"56261",123298.949707031,147.700012207031,"31861","31406","31407","7"
"56262",104450.639648438,181.587661743164,"31408","31861","31407","7"
"56263",103190.858886719,177.809524536133,"31861","31408","31409","7"
"56264",124155.829589844,180.480575561523,"31862","31861","31409","7"
"56265",118276.655273438,155.350173950195,"31862","31409","31863","7"
"56266",121497.666015625,107.35489654541,"31864","31863","31409","7"
"56267",96661.08984375,96.2590484619141,"31409","31410","31864","7"
"56268",83600.37890625,58.0072021484375,"31865","31864","31410","7"
"56269",137705.779296875,49.5167083740234,"31866","31865","31410","7"
"56270",94468.1357421875,67.6327133178711,"31411","31866","31410","7"
"56271",93315.8642578125,52.2152137756348,"31411","31412","31866","7"
"56272",119139.427734375,35.6643409729004,"31867","31866","31412","7"
"56273",85511.5522460938,32.0479393005371,"31413","31867","31412","7"
"56274",60174.107421875,22.204719543457,"31413","31868","31867","7"
"56275",57590.849609375,17.9724235534668,"31413","31414","31868","7"
"56276",31008.8955078125,15.0621404647827,"31869","31868","31414","7"
"56277",22009.5185546875,9.87839126586914,"31415","31869","31414","7"
"56278",19820.12109375,5.8022027015686,"31415","31870","31869","7"
"56279",16858.130859375,3.03390097618103,"31870","31415","31871","7"
"57006",75570.0170898438,28.5230293273926,"32290","31840","32291","7"
"57007",61626.6953125,28.2893714904785,"32292","32291","31840","7"
"57008",72208.84765625,29.1759624481201,"31840","31841","32292","7"
"57009",71431.787109375,31.7633094787598,"31841","32293","32292","7"
"57010",65319.3676757813,31.2088432312012,"32293","31841","32294","7"
"57011",72208.7260742188,30.4045562744141,"31841","31842","32294","7"
"57012",53062.8076171875,29.8874931335449,"31842","32295","32294","7"
"57013",59888.2177734375,29.2783908843994,"32295","31842","31843","7"
"57014",52523.0971679688,30.9644966125488,"31843","32296","32295","7"
"57015",76161.15234375,30.3841953277588,"32296","31843","32297","7"
"57016",85893.79296875,29.3329849243164,"31844","32297","31843","7"
"57017",86632.4755859375,28.7599906921387,"31844","32298","32297","7"
"57018",77666.748046875,27.9239959716797,"31844","32299","32298","7"
"57019",80795.337890625,27.9243087768555,"31844","31845","32299","7"
"57020",78675.041015625,26.4539623260498,"32300","32299","31845","7"
"57021",94113.1274414063,27.5679492950439,"31845","31846","32300","7"
"57022",82080.83203125,25.6960372924805,"32300","31846","32301","7"
"57023",61779.0551757813,28.4569702148438,"31847","32301","31846","7"
"57024",67394.7739257813,26.1763496398926,"32301","31847","32302","7"
"57025",42848.5439453125,31.3566455841064,"31848","32302","31847","7"
"57026",41373.8603515625,29.7115516662598,"32303","32302","31848","7"
"57027",62143.5737304688,33.3590240478516,"32303","31848","31849","7"
"57028",38441.4887695313,29.8354244232178,"32303","31849","32304","7"
"57029",29609.54296875,26.74098777771,"32304","31849","32305","7"
"57030",19925.0302734375,27.2182693481445,"32305","31849","31850","7"
"57031",23567.4990234375,16.651647567749,"31853","32305","31852","7"
"57032",27311.5341796875,20.1131782531738,"32304","32305","31853","7"
"57033",36651.755859375,23.007396697998,"32304","31853","31854","7"
"57034",49521.4111328125,29.6472778320313,"32304","31854","32306","7"
"57035",65687.5610351563,55.7425689697266,"32306","31854","32307","7"
"57036",46084.7939453125,64.5700607299805,"31855","32307","31854","7"
"57037",65656.5688476563,91.8098831176758,"31855","31856","32307","7"
"57038",82159.8950195313,107.920379638672,"32308","32307","31856","7"
"57039",95330.572265625,107.158645629883,"31856","31857","32308","7"
"57040",104224.287597656,96.5332489013672,"32309","32308","31857","7"
"57041",112217.4140625,83.7817840576172,"31857","31858","32309","7"
"57042",113573.83203125,68.5639419555664,"31858","32310","32309","7"
"57043",108927.0078125,81.7930603027344,"31858","32311","32310","7"
"57044",97874.3715820313,91.8735885620117,"32311","31858","31859","7"
"57045",107523.326660156,134.312438964844,"32311","31859","32312","7"
"57046",84708.8940429688,158.134979248047,"31859","31860","32312","7"
"57047",99726.7563476563,195.420715332031,"31860","31862","32312","7"
"57048",93040.447265625,197.310928344727,"31860","31861","31862","7"
"57049",107262.902832031,189.605484008789,"32312","31862","32313","7"
"57050",112996.591796875,166.365295410156,"31863","32313","31862","7"
"57051",111547.50390625,141.402145385742,"31863","32314","32313","7"
"57052",107513.94921875,107.349250793457,"31863","32315","32314","7"
"57053",105407.177734375,84.3171310424805,"31864","32315","31863","7"
"57054",96942.4462890625,52.1086654663086,"31864","32316","32315","7"
"57055",100589.078125,36.8945808410645,"32316","31864","31865","7"
"57056",95142.90625,28.1810264587402,"32317","32316","31865","7"
"57057",79138.8837890625,27.7182178497314,"31865","32318","32317","7"
"57058",95212.9946289063,27.9412784576416,"31866","32318","31865","7"
"57059",77891.529296875,30.2814598083496,"32319","32318","31866","7"
"57060",67342.55859375,29.692813873291,"31867","32319","31866","7"
"57061",39158.6997070313,29.0076332092285,"31867","32320","32319","7"
"57062",50873.970703125,25.1359405517578,"31867","31868","32320","7"
"57063",31569.1616210938,20.9017467498779,"32320","31868","32321","7"
"57064",25383.1708984375,13.2284917831421,"32321","31868","32322","7"
"57065",28263.2470703125,10.2566041946411,"32323","32322","31868","7"
"57066",27662.0112304688,12.0883541107178,"32323","31868","31869","7"
"57067",20423.8491210938,6.87651634216309,"31870","32323","31869","7"
"57068",16840.7084960938,3.50324583053589,"31870","32324","32323","7"
"57069",14461.2866210938,2.17173337936401,"32324","31870","32325","7"
"57070",24850.5859375,2.77670216560364,"31870","31871","32325","7"
"57071",21500.1318359375,2.54717135429382,"32325","31871","32326","7"
"57819",51421.7485351563,24.617956161499,"32764","32763","32290","7"
"57820",54629.3334960938,28.8419170379639,"32291","32764","32290","7"
"57821",49702.04296875,21.96848487854,"32764","32291","32765","7"
"57822",57819.123046875,22.3139896392822,"32765","32291","32766","7"
"57823",55691.708984375,28.9537620544434,"32291","32292","32766","7"
"57824",55786.5053710938,29.1002597808838,"32292","32293","32766","7"
"57825",76740.248046875,26.4203052520752,"32766","32293","32767","7"
"57826",69699.9208984375,28.2364978790283,"32768","32767","32293","7"
"57827",64214.2392578125,30.3619842529297,"32293","32294","32768","7"
"57828",67216.142578125,29.9036731719971,"32294","32769","32768","7"
"57829",56972.689453125,30.2334690093994,"32769","32294","32295","7"
"57830",58445.6967773438,30.3146152496338,"32296","32769","32295","7"
"57831",79786.7587890625,30.0236434936523,"32296","32770","32769","7"
"57832",55318.7958984375,30.9922466278076,"32770","32296","32771","7"
"57833",55109.6630859375,30.702917098999,"32771","32296","32297","7"
"57834",59995.224609375,29.4211158752441,"32772","32771","32297","7"
"57835",61770.84765625,28.5293998718262,"32298","32772","32297","7"
"57836",66826.986328125,28.2136116027832,"32298","32773","32772","7"
"57837",79172.703125,27.2008819580078,"32774","32773","32298","7"
"57838",68598.0888671875,26.6806755065918,"32774","32298","32299","7"
"57839",84334.427734375,25.42236328125,"32300","32774","32299","7"
"57840",93983.0703125,21.0067710876465,"32775","32774","32300","7"
"57841",99933.3876953125,15.3514394760132,"32300","32776","32775","7"
"57842",81504.412109375,18.7072715759277,"32300","32301","32776","7"
"57843",81550.2421875,17.9871120452881,"32302","32776","32301","7"
"57844",47224.939453125,22.2409820556641,"32303","32777","32302","7"
"57845",55824.3486328125,23.791690826416,"32303","32778","32777","7"
"57846",47439.9580078125,29.6346321105957,"32303","32306","32778","7"
"57847",42189.193359375,29.8474960327148,"32303","32304","32306","7"
"57848",52633.3393554688,42.9631195068359,"32779","32778","32306","7"
"57849",57491.265625,69.2712783813477,"32307","32779","32306","7"
"57850",64366.640625,91.2895050048828,"32307","32780","32779","7"
"57851",76228.095703125,104.722549438477,"32307","32308","32780","7"
"57852",72805.6826171875,100.202537536621,"32308","32781","32780","7"
"57853",100234.332519531,92.7749710083008,"32308","32309","32781","7"
"57854",100688.137695313,74.3043823242188,"32782","32781","32309","7"
"57855",100475.498046875,62.8448219299316,"32782","32309","32310","7"
"57856",109763.247558594,59.1407508850098,"32783","32782","32310","7"
"57857",116415.216796875,77.359748840332,"32783","32310","32784","7"
"57858",108870.881835938,94.2929382324219,"32784","32310","32311","7"
"57859",139193.030761719,111.982711791992,"32784","32311","32785","7"
"57860",115838.585449219,131.899780273438,"32311","32786","32785","7"
"57861",108653.150390625,160.615631103516,"32786","32311","32312","7"
"57862",112859.446289063,178.622955322266,"32312","32313","32786","7"
"57863",116040.239257813,161.776916503906,"32787","32786","32313","7"
"57864",110827.062988281,147.796295166016,"32787","32313","32314","7"
"57865",112286.833984375,129.864044189453,"32788","32787","32314","7"
"57866",103368.220214844,100.048202514648,"32788","32314","32789","7"
"57867",105133.304199219,83.9275665283203,"32789","32314","32315","7"
"57868",96279.6411132813,52.4814300537109,"32316","32789","32315","7"
"57869",97940.5693359375,41.3891372680664,"32316","32790","32789","7"
"57870",88869.1328125,32.3028182983398,"32790","32316","32317","7"
"57871",90499.2890625,32.6257286071777,"32790","32317","32791","7"
"57872",79588.6010742188,30.0173625946045,"32791","32317","32792","7"
"57873",82908.3979492188,29.2316417694092,"32792","32317","32318","7"
"57874",76849.1015625,29.4619216918945,"32793","32792","32318","7"
"57875",68272.16796875,30.2886791229248,"32318","32319","32793","7"
"57876",52440.15625,29.9898338317871,"32320","32793","32319","7"
"57877",64547.912109375,21.9801578521729,"32320","32794","32793","7"
"57878",46566.6826171875,16.763765335083,"32794","32320","32321","7"
"57879",32818.78125,7.98362922668457,"32794","32321","32795","7"
"57880",29249.73828125,7.83480262756348,"32795","32321","32322","7"
"57881",40739.65625,3.92699432373047,"32796","32795","32322","7"
"57882",22410.5078125,3.98878931999206,"32797","32796","32322","7"
"57883",23449.0947265625,4.92470932006836,"32797","32322","32323","7"
"57884",16810.3149414063,3.38318920135498,"32324","32797","32323","7"
"57885",15835.5078125,2.13929414749146,"32324","32798","32797","7"
"57886",13949.7700195313,2.03024101257324,"32798","32324","32325","7"
"57887",18517.7509765625,2.36113953590393,"32798","32325","32799","7"
"57888",12455.4189453125,2.27310109138489,"32799","32325","32326","7"
"57889",16177.1274414063,2.32184505462646,"32326","32800","32799","7"
"58629",49213.7778320313,11.0342321395874,"32762","32763","33224","7"
"58630",45248.9946289063,15.9172773361206,"33224","32763","32764","7"
"58631",44732.9438476563,13.8823003768921,"32764","33225","33224","7"
"58632",49504.94140625,15.709547996521,"32764","32765","33225","7"
"58633",39067.4150390625,11.6117534637451,"33225","32765","33226","7"
"58634",39934.39453125,12.2390356063843,"33226","32765","33227","7"
"58635",52718.34375,16.6823348999023,"32766","33227","32765","7"
"58636",65966.1787109375,20.6421546936035,"33227","32766","32767","7"
"58637",56345.1333007813,14.5418548583984,"33227","32767","33228","7"
"58638",57235.921875,12.8434295654297,"33228","32767","33229","7"
"58639",69295.98046875,21.2453308105469,"33230","33229","32767","7"
"58640",65343.3212890625,28.6151428222656,"32767","32768","33230","7"
"58641",60700.3310546875,28.5836811065674,"33230","32768","33231","7"
"58642",54817.09375,27.7467250823975,"32768","32769","33231","7"
"58643",90577.6181640625,27.7855491638184,"33231","32769","32770","7"
"58644",76242.291015625,25.7665023803711,"32770","33232","33231","7"
"58645",59301.6328125,27.144624710083,"32770","33233","33232","7"
"58646",47521.9790039063,30.3175392150879,"33233","32770","33234","7"
"58647",46789.2817382813,30.8059844970703,"33234","32770","32771","7"
"58648",52773.1845703125,30.4739437103271,"33234","32771","32772","7"
"58649",65370.5244140625,25.4291133880615,"33235","33234","32772","7"
"58650",44812.4033203125,24.0604972839355,"33235","32772","32773","7"
"58651",68955.37109375,20.6313781738281,"32773","33236","33235","7"
"58652",68206.8505859375,22.4939785003662,"33237","33236","32773","7"
"58653",71677.0024414063,24.9103679656982,"32774","33237","32773","7"
"58654",56567.4477539063,23.0968208312988,"33238","33237","32774","7"
"58655",74012.642578125,20.1599044799805,"32774","32775","33238","7"
"58656",51093.0068359375,13.909875869751,"33239","33238","32775","7"
"58657",63704.5810546875,18.0659713745117,"32778","33240","32777","7"
"58658",52129.2739257813,22.4580135345459,"32778","33241","33240","7"
"58659",48359.4106445313,41.5122222900391,"32778","32779","33241","7"
"58660",45780.5874023438,52.5924034118652,"32779","33242","33241","7"
"58661",60797.4526367188,76.0615310668945,"32780","33242","32779","7"
"58662",59411.0727539063,79.5875701904297,"33242","32780","33243","7"
"58663",80646.1508789063,90.2955322265625,"32781","33243","32780","7"
"58664",87655.3037109375,78.2039337158203,"33244","33243","32781","7"
"58665",96717.8671875,74.4377136230469,"32781","33245","33244","7"
"58666",98713.1196289063,70.9784927368164,"33245","32781","32782","7"
"58667",107312.329589844,57.73095703125,"33246","33245","32782","7"
"58668",101022.126464844,57.3527755737305,"33246","32782","32783","7"
"58669",115502.760253906,70.2621459960938,"33247","33246","32783","7"
"58670",136965.362792969,86.1376419067383,"32783","33248","33247","7"
"58671",108176.809570313,91.4472808837891,"33248","32783","32784","7"
"58672",96111.3969726563,98.9777145385742,"33248","32784","33249","7"
"58673",143576.898925781,102.579956054688,"32784","32785","33249","7"
"58674",103474.856933594,99.4110336303711,"32785","33250","33249","7"
"58675",122781.544433594,110.984329223633,"33251","33250","32785","7"
"58676",128464.017578125,127.24617767334,"32785","32787","33251","7"
"58677",123784.467773438,141.859344482422,"32785","32786","32787","7"
"58678",107954.3671875,129.231506347656,"33251","32787","32788","7"
"58679",110406.953125,110.945220947266,"33252","33251","32788","7"
"58680",110307.640625,86.6789627075195,"33253","33252","32788","7"
"58681",99372.1791992188,75.1494064331055,"32788","32789","33253","7"
"58682",94205.1206054688,47.9364776611328,"33253","32789","32790","7"
"58683",98680.23828125,41.3294906616211,"33254","33253","32790","7"
"58684",88952.9887695313,35.1050605773926,"32791","33254","32790","7"
"58685",88800.5986328125,33.4480743408203,"33254","32791","33255","7"
"58686",83083.0009765625,30.8110580444336,"32791","33256","33255","7"
"58687",77653.2568359375,29.8596801757813,"32792","33256","32791","7"
"58688",53899.548828125,27.8630084991455,"33257","33256","32792","7"
"58689",64630.1728515625,28.2509708404541,"32793","33257","32792","7"
"58690",95251.462890625,21.0680522918701,"32794","33257","32793","7"
"58691",63449.94140625,11.8182363510132,"33258","33257","32794","7"
"58692",25079.5043945313,4.1687388420105,"33259","32794","32795","7"
"58693",36891.41015625,3.26136541366577,"32796","33259","32795","7"
"58694",20742.5751953125,3.30241775512695,"33260","32796","32797","7"
"58695",16990.501953125,2.99444270133972,"32798","33260","32797","7"
"58696",24338.1416015625,2.91387796401977,"33260","32798","33261","7"
"58697",30553.2275390625,2.38962769508362,"32798","32799","33261","7"
"58698",36944.59375,2.40099477767944,"33262","33261","32799","7"
"58699",30820.4052734375,2.42125058174133,"32799","32800","33262","7"
"58700",35137.2924804688,2.54767394065857,"33262","32800","33263","7"
"59429",42825.8266601563,9.50041103363037,"33227","33228","33226","7"
"59430",40041.9375,5.43256235122681,"33688","33228","33229","7"
"59431",50340.990234375,6.88022232055664,"33229","33689","33688","7"
"59432",43651.8686523438,12.7736444473267,"33229","33690","33689","7"
"59433",44880.0693359375,19.7278861999512,"33230","33690","33229","7"
"59434",57108.2211914063,27.8410892486572,"33690","33230","33691","7"
"59435",53152.8237304688,31.1850395202637,"33692","33691","33230","7"
"59436",54000.0424804688,29.192138671875,"33692","33230","33231","7"
"59437",54302.4912109375,26.3361358642578,"33231","33232","33692","7"
"59438",66277.42578125,27.6027755737305,"33693","33692","33232","7"
"59439",68724.326171875,26.6379833221436,"33694","33693","33232","7"
"59440",64062.7368164063,26.7494640350342,"33232","33233","33694","7"
"59441",69436.5649414063,29.2736892700195,"33233","33695","33694","7"
"59442",72708.7875976563,26.9655647277832,"33695","33233","33696","7"
"59443",58257.302734375,27.6142559051514,"33234","33696","33233","7"
"59444",39104.318359375,23.0578708648682,"33234","33235","33696","7"
"59445",34459.9482421875,18.1644802093506,"33696","33235","33697","7"
"59446",40417.822265625,17.1066036224365,"33697","33235","33236","7"
"59447",48511.193359375,15.8643741607666,"33698","33697","33236","7"
"59448",55159.880859375,11.7686367034912,"33699","33698","33236","7"
"59449",42939.5083007813,11.0238971710205,"33700","33699","33236","7"
"59450",43166.9477539063,16.6455307006836,"33236","33237","33700","7"
"59451",59093.23828125,13.3493843078613,"33700","33237","33701","7"
"59452",65068.32421875,17.3842868804932,"33701","33237","33238","7"
"59453",51263.7944335938,12.3934850692749,"33701","33238","33239","7"
"59454",51478.12109375,17.3659210205078,"33702","33240","33241","7"
"59455",53189.9985351563,33.886531829834,"33242","33702","33241","7"
"59456",53840.1713867188,33.1905097961426,"33242","33703","33702","7"
"59457",63364.2856445313,55.4224243164063,"33703","33242","33243","7"
"59458",66102.2055664063,48.2528038024902,"33703","33243","33704","7"
"59459",65062.9086914063,60.3263549804688,"33244","33704","33243","7"
"59460",62876.8637695313,44.3448448181152,"33244","33705","33704","7"
"59461",68572.232421875,53.669319152832,"33244","33706","33705","7"
"59462",90483.9301757813,65.8846130371094,"33706","33244","33245","7"
"59463",93501.181640625,64.5346908569336,"33706","33245","33707","7"
"59464",93196.8359375,59.8402633666992,"33246","33707","33245","7"
"59465",106580.291015625,54.491512298584,"33708","33707","33246","7"
"59466",105026.728515625,65.2915725708008,"33246","33247","33708","7"
"59467",128044.326660156,64.6193161010742,"33709","33708","33247","7"
"59468",114229.301757813,81.4284744262695,"33247","33710","33709","7"
"59469",115520.016601563,97.9762344360352,"33248","33710","33247","7"
"59470",102354.566894531,88.8481674194336,"33248","33711","33710","7"
"59471",83900.9868164063,84.5400085449219,"33711","33248","33249","7"
"59472",80025.6596679688,75.0175704956055,"33711","33249","33712","7"
"59473",98269.2080078125,86.2863540649414,"33712","33249","33250","7"
"59474",88477.6142578125,86.3368530273438,"33250","33713","33712","7"
"59475",77981.8862304688,97.7628479003906,"33714","33713","33250","7"
"59476",70697.1567382813,109.28564453125,"33714","33250","33251","7"
"59477",111490.634765625,107.261215209961,"33714","33251","33252","7"
"59478",105061.880859375,87.6926116943359,"33715","33714","33252","7"
"59479",100919.606445313,72.2302703857422,"33715","33252","33716","7"
"59480",103246.395507813,61.9311828613281,"33252","33717","33716","7"
"59481",110535.780761719,58.9067459106445,"33252","33253","33717","7"
"59482",97044.4453125,40.770206451416,"33253","33254","33717","7"
"59483",97143.4174804688,40.2643661499023,"33254","33718","33717","7"
"59484",91819.9248046875,39.1666641235352,"33718","33254","33255","7"
"59485",88664.3701171875,35.0544929504395,"33719","33718","33255","7"
"59486",91009.2900390625,25.9094104766846,"33719","33255","33720","7"
"59487",84397.3764648438,27.3845653533936,"33256","33720","33255","7"
