i,area,depth,trinode_1,trinode_2,trinode_3,lochRegion
"110599",10215.0322265625,2.51533889770508,"62466","61967","62467","7"
"110600",10884.8056640625,1.49341559410095,"61967","61968","62467","7"
"110601",10270.8579101563,1.21316123008728,"61969","62467","61968","7"
"110602",10989.2543945313,1.14465355873108,"61969","62468","62467","7"
"110603",10402.443359375,1.74542474746704,"61969","62469","62468","7"
"110604",10708.107421875,3.18441534042358,"61969","61970","62469","7"
"110605",9801.9140625,5.10505676269531,"61970","62470","62469","7"
"110606",9856.22265625,7.42790031433105,"61971","62470","61970","7"
"110607",8985.2607421875,7.5715799331665,"61971","62471","62470","7"
"110608",8223.02734375,7.10341739654541,"61971","61972","62471","7"
"110609",8441.486328125,4.26874494552612,"62471","61972","62472","7"
"110610",6692.73095703125,3.45404696464539,"61973","62472","61972","7"
"110611",7136.47216796875,2.83273267745972,"61973","61974","62472","7"
"110612",5711.0517578125,3.01417899131775,"62473","62472","61974","7"
"110613",6473.013671875,3.19610381126404,"61975","62473","61974","7"
"110614",10099.015625,2.82019114494324,"61975","62474","62473","7"
"110615",13871.2543945313,3.00636744499206,"61975","62475","62476","7"
"110616",10169.7744140625,3.86343121528625,"61975","61976","62475","7"
"110617",9637.0869140625,4.78132629394531,"61979","62475","61976","7"
"110618",10084.921875,5.99002742767334,"61977","61979","61976","7"
"110619",12622.33203125,5.65781450271607,"61980","62475","61979","7"
"110620",13012.2407226563,6.63408708572388,"61980","62477","62475","7"
"110621",11262.8696289063,9.6717700958252,"61980","61981","62477","7"
"110622",11242.5903320313,10.2313232421875,"62477","61981","62478","7"
"110623",12458.5815429688,13.8536825180054,"61982","62478","61981","7"
"110624",12409.5141601563,15.4654130935669,"61982","62479","62478","7"
"110625",12360.7739257813,21.5123023986816,"61982","62480","62479","7"
"110626",15238.4814453125,18.2535991668701,"61982","61983","62480","7"
"110627",13640.3447265625,17.4319858551025,"61984","62480","61983","7"
"110628",13765.4487304688,24.5676460266113,"62481","62480","61984","7"
"110629",13215.5375976563,25.4580173492432,"62481","61984","62482","7"
"110630",15523.0766601563,24.7061023712158,"61984","61985","62482","7"
"110631",14792.7163085938,29.7553043365479,"62483","62482","61985","7"
"110632",16781.4086914063,32.5514831542969,"62483","61985","61986","7"
"110633",15537.7416992188,34.6870155334473,"62483","61986","62484","7"
"110634",16355.693359375,39.2707328796387,"62484","61986","61987","7"
"110635",13396.044921875,36.9888343811035,"62485","62484","61987","7"
"110636",14186.5776367188,37.7480430603027,"62485","61987","62486","7"
"110637",16630.71484375,44.338996887207,"61987","61988","62486","7"
"110638",17942.63671875,45.5332145690918,"62487","62486","61988","7"
"110639",18756.4409179688,53.0772895812988,"62487","61988","61989","7"
"110640",18956.2456054688,53.7640075683594,"62487","61989","62488","7"
"110641",20028.26953125,57.4180221557617,"62488","61989","61990","7"
"110642",20128.5981445313,56.4974937438965,"62489","62488","61990","7"
"110643",20410.6157226563,56.6685218811035,"62489","61990","61991","7"
"110644",20345.0317382813,54.2182159423828,"62489","61991","62490","7"
"110645",20564.0498046875,46.1831436157227,"61991","61992","62490","7"
"110646",20697.5336914063,40.2912788391113,"62491","62490","61992","7"
"110647",21004.0322265625,39.3702354431152,"62491","61992","61993","7"
"110648",20836.1171875,48.4665832519531,"62491","61993","62492","7"
"110649",21937.828125,59.2598114013672,"61994","62492","61993","7"
"110650",21627.3994140625,67.3419036865234,"62493","62492","61994","7"
"110651",23364.7099609375,73.0839080810547,"62493","61994","61996","7"
"110652",22490.01171875,72.5797348022461,"61996","61994","61995","7"
"110653",24741.3569335938,75.4548950195313,"62493","61996","61997","7"
"110654",24833.8510742188,74.1683959960938,"62493","61997","62494","7"
"110655",25815.7993164063,73.9076385498047,"62494","61997","61998","7"
"110656",25679.3706054688,73.3987655639648,"62495","62494","61998","7"
"110657",35973.7231445313,74.1845932006836,"62495","61998","61999","7"
"110658",34372.3374023438,76.3462371826172,"62495","61999","62496","7"
"110659",37740.3354492188,80.3830718994141,"62497","62496","61999","7"
"110660",60751.0942382813,81.9153823852539,"61999","62498","62497","7"
"110661",74775.4775390625,78.3268356323242,"61999","62000","62498","7"
"110662",70183.4423828125,79.7418441772461,"62001","62498","62000","7"
"110663",85541.4135742188,80.2838134765625,"62001","62499","62498","7"
"110664",62494.3627929688,78.0701446533203,"62500","62499","62001","7"
"110665",64374.0102539063,79.0215148925781,"62002","62500","62001","7"
"110666",64951.787109375,80.004280090332,"62500","62002","62501","7"
"110667",77685.345703125,80.1067352294922,"62002","62003","62501","7"
"110668",78376.8891601563,81.1770477294922,"62502","62501","62003","7"
"110669",79642.7470703125,73.6504898071289,"62004","62502","62003","7"
"110670",88612.0249023438,63.7742576599121,"62503","62502","62004","7"
"110671",89061.5458984375,44.1569557189941,"62005","62503","62004","7"
"110672",77871.4736328125,31.1555881500244,"62005","62504","62503","7"
"110673",83230.3193359375,21.3316822052002,"62005","62505","62504","7"
"110674",69630.8466796875,23.4124565124512,"62505","62005","62006","7"
"110675",67920.8881835938,23.6239547729492,"62007","62505","62006","7"
"110676",78983.5673828125,23.4344253540039,"62505","62007","62506","7"
"110677",54880.380859375,26.2790908813477,"62507","62506","62007","7"
"110678",58533.408203125,27.3058795928955,"62507","62007","62008","7"
"110679",51900.9345703125,26.6683177947998,"62508","62507","62008","7"
"110680",63527.970703125,26.0085716247559,"62008","62009","62508","7"
"110681",62764.3901367188,18.7459945678711,"62509","62508","62009","7"
"110682",58078.8032226563,11.7979192733765,"62009","62010","62509","7"
"110683",9877.802734375,12.0235548019409,"62510","62011","62012","7"
"110684",8190.25,15.6049661636353,"62510","62012","62511","7"
"110685",7651.0234375,19.643835067749,"62013","62511","62012","7"
"110686",6511.857421875,20.8156204223633,"62512","62511","62013","7"
"110687",6488.541015625,20.966911315918,"62512","62013","62015","7"
"110688",7296.142578125,20.8272762298584,"62015","62013","62014","7"
"110689",7346.2705078125,20.5657043457031,"62512","62015","62513","7"
"110690",7595.580078125,19.2117538452148,"62016","62513","62015","7"
"110691",7662.0283203125,18.4175624847412,"62514","62513","62016","7"
"110692",10685.5517578125,15.8420028686523,"62514","62016","62017","7"
"110693",14874.8686523438,14.5012865066528,"62514","62017","62515","7"
"110694",14875.462890625,13.101279258728,"62018","62515","62017","7"
"110695",14863.275390625,13.5401554107666,"62516","62515","62018","7"
"111459",7008.576171875,14.3505096435547,"62932","62443","62441","5"
"111460",5637.5,18.950345993042,"62933","62932","62441","5"
"111461",4193.3125,21.6362724304199,"62933","62441","62442","5"
"111462",4382.54248046875,22.8941841125488,"62933","62442","62444","5"
"111463",7033.86376953125,10.7930908203125,"62934","62443","62932","5"
"111464",3874.74609375,17.0547866821289,"62933","62444","62935","5"
"111465",3874.74609375,17.3679962158203,"62445","62935","62444","5"
"111466",3875.51318359375,13.6486845016479,"62936","62935","62445","5"
"111467",3680.8251953125,17.1119575500488,"62936","62445","62937","5"
"111468",3680.94482421875,22.032922744751,"62446","62937","62445","5"
"111469",3695.58544921875,20.7225551605225,"62938","62937","62446","5"
"111470",3993.93359375,22.2891330718994,"62938","62446","62447","5"
"111471",3840.65234375,18.5896415710449,"62938","62447","62939","5"
"111472",5288.7470703125,16.1869506835938,"62447","62448","62939","5"
"111473",5148.2958984375,12.6698303222656,"62940","62939","62448","5"
"111474",5612.8798828125,10.9759111404419,"62940","62448","62941","5"
"111475",11292.1030273438,10.9555721282959,"62450","62942","62943","3"
"111476",8473.3544921875,11.3555107116699,"62450","62451","62942","7"
"111477",9024.966796875,11.2580404281616,"62451","62944","62942","7"
"111478",6645.1083984375,11.8628921508789,"62944","62451","62945","7"
"111479",6040.42919921875,11.4419345855713,"62945","62451","62452","7"
"111480",8274.48779296875,10.0962800979614,"62453","62945","62452","7"
"111481",6695.314453125,9.81723880767822,"62946","62945","62453","7"
"111482",6167.98583984375,8.83345317840576,"62946","62453","62947","7"
"111483",7042.2578125,7.43184995651245,"62453","62454","62947","7"
"111484",7013.0859375,5.31955432891846,"62948","62947","62454","7"
"111485",4020.44677734375,3.34888792037964,"62948","62454","62455","7"
"111486",7449.314453125,12.8758678436279,"62460","62456","62949","7"
"111487",7488.4365234375,15.2427310943604,"62456","62950","62949","7"
"111488",7487.36279296875,15.3158588409424,"62457","62950","62456","7"
"111489",5793.68603515625,15.7565584182739,"62457","62951","62950","7"
"111490",7126.96435546875,15.9910125732422,"62457","62458","62951","7"
"111491",7123.833984375,15.5823993682861,"62952","62951","62458","7"
"111492",6302.70263671875,13.8679933547974,"62459","62952","62458","7"
"111493",7098.81591796875,9.94286251068115,"62459","62953","62952","7"
"111494",8246.1796875,8.95826244354248,"62460","62954","62955","7"
"111495",6469.140625,11.9162149429321,"62460","62949","62954","7"
"111496",9730.609375,5.50585889816284,"62464","62465","62956","7"
"111497",11531.95703125,5.33544635772705,"62957","62956","62465","7"
"111498",9221.53466796875,5.05625104904175,"62466","62957","62465","7"
"111499",10222.4399414063,4.97159385681152,"62466","62958","62957","7"
"111500",8402.9677734375,4.21118402481079,"62466","62959","62958","7"
"111501",10999.9204101563,2.92097330093384,"62466","62467","62959","7"
"111502",10421.5571289063,1.83054220676422,"62467","62468","62959","7"
"111503",11135.6245117188,1.38873314857483,"62960","62959","62468","7"
"111504",10746.1645507813,1.17605328559876,"62960","62468","62961","7"
"111505",10970.5014648438,2.21863341331482,"62468","62469","62961","7"
"111506",11148.6215820313,5.87906932830811,"62962","62961","62469","7"
"111507",10932.2265625,7.32650232315063,"62962","62469","62470","7"
"111508",10032.4077148438,8.32008075714111,"62962","62470","62963","7"
"111509",8668.68359375,6.2423152923584,"62470","62471","62963","7"
"111510",6611.09375,5.18417358398438,"62964","62963","62471","7"
"111511",5814.00830078125,3.67876577377319,"62964","62471","62472","7"
"111512",6563.56103515625,3.04551386833191,"62964","62472","62473","7"
"111513",10801.880859375,4.04118633270264,"62964","62473","62965","7"
"111514",9783.20703125,3.6339385509491,"62474","62965","62473","7"
"111515",11739.375,4.10235929489136,"62966","62965","62474","7"
"111516",8145.85888671875,3.31411719322205,"62476","62475","62967","7"
"111517",10308.7983398438,5.09778785705566,"62475","62477","62967","7"
"111518",7290.58203125,5.40707397460938,"62969","62476","62968","7"
"111519",7261.03369140625,4.67695236206055,"62967","62968","62476","7"
"111520",10008.1791992188,6.12081956863403,"62970","62967","62477","7"
"111521",10093.0131835938,8.21667194366455,"62970","62477","62478","7"
"111522",9478.22021484375,7.05317449569702,"62970","62478","62971","7"
"111523",9469.494140625,10.6795558929443,"62478","62479","62971","7"
"111524",8012.763671875,10.5969572067261,"62972","62971","62479","7"
"111525",8117.06005859375,16.5113258361816,"62972","62479","62973","7"
"111526",10995.8823242188,22.6408138275146,"62479","62480","62973","7"
"111527",11186.8100585938,26.5177707672119,"62481","62973","62480","7"
"111528",10800.7641601563,25.303861618042,"62481","62974","62973","7"
"111529",11981.3374023438,29.2451210021973,"62481","62975","62974","7"
"111530",13524.533203125,31.349401473999,"62481","62482","62975","7"
"111531",13638.666015625,34.2908668518066,"62482","62976","62975","7"
"111532",14980.9125976563,33.4486846923828,"62483","62976","62482","7"
"111533",15144.4282226563,34.2367210388184,"62483","62977","62976","7"
"111534",14906.6977539063,32.6788711547852,"62483","62484","62977","7"
"111535",14754.4829101563,32.740421295166,"62484","62978","62977","7"
"111536",12710.5952148438,32.466667175293,"62485","62978","62484","7"
"111537",13080.4155273438,30.1723899841309,"62485","62979","62978","7"
"111538",12692.1225585938,31.2703094482422,"62485","62486","62979","7"
"111539",16580.93359375,28.9542465209961,"62979","62486","62980","7"
"111540",16043.0014648438,36.6262016296387,"62487","62980","62486","7"
"111541",18919.8623046875,37.3593902587891,"62487","62981","62980","7"
"111542",17757.3110351563,46.9531211853027,"62487","62488","62981","7"
"111543",18846.990234375,45.0285186767578,"62488","62982","62981","7"
"111544",18296.8608398438,50.9188766479492,"62489","62982","62488","7"
"111545",18850.0639648438,50.5095024108887,"62489","62983","62982","7"
"111546",18040.4370117188,53.6378135681152,"62489","62490","62983","7"
"111547",18640.4624023438,52.3401718139648,"62984","62983","62490","7"
"111548",18553.1137695313,47.0287094116211,"62491","62984","62490","7"
"111549",18789.037109375,42.232177734375,"62491","62985","62984","7"
"111550",19407.47265625,44.5910949707031,"62491","62492","62985","7"
"111551",19698.59765625,52.1326599121094,"62492","62986","62985","7"
"111552",21357.9946289063,64.0902404785156,"62493","62986","62492","7"
"111553",21954.6796875,68.5457382202148,"62493","62494","62986","7"
"111554",21966.21875,66.7714920043945,"62494","62987","62986","7"
"111555",25075.365234375,71.8852767944336,"62495","62987","62494","7"
"111556",25720.8247070313,74.7927932739258,"62495","62988","62987","7"
"111557",22402.6665039063,78.4679336547852,"62495","62496","62988","7"
"111558",25099.2553710938,80.0080108642578,"62988","62496","62989","7"
"111559",25995.673828125,82.1607513427734,"62497","62989","62496","7"
"111560",33337.8515625,81.7074737548828,"62497","62990","62989","7"
"111561",45006.24609375,83.4200744628906,"62497","62498","62990","7"
"111562",62719.0927734375,78.7582321166992,"62990","62498","62991","7"
"111563",69983.9765625,78.4626312255859,"62498","62992","62991","7"
"111564",73399.494140625,80.0778961181641,"62498","62499","62992","7"
"111565",72668.5849609375,77.7597351074219,"62992","62499","62993","7"
"111566",86811.9731445313,78.3042297363281,"62994","62993","62499","7"
"111567",63997.0600585938,78.4087295532227,"62500","62994","62499","7"
"111568",63180.3666992188,79.5786437988281,"62994","62500","62501","7"
"111569",79617.095703125,81.0710067749023,"62995","62994","62501","7"
"111570",75253.75390625,82.5669555664063,"62995","62501","62502","7"
"111571",66106.8344726563,83.8380966186523,"62996","62995","62502","7"
"111572",74417.3793945313,72.5719528198242,"62996","62502","62503","7"
"111573",65676.1435546875,71.853141784668,"62997","62996","62503","7"
"111574",86183,61.5910453796387,"62997","62503","62998","7"
"111575",97041.4091796875,40.93017578125,"62998","62503","62504","7"
"111576",65351.224609375,30.3532371520996,"62998","62504","62999","7"
"111577",58069.2802734375,17.5580234527588,"62504","63000","62999","7"
"111578",72311.9809570313,18.311056137085,"62505","63000","62504","7"
"111579",63788.3823242188,17.8908748626709,"62505","63001","63000","7"
"111580",61586.5625,21.0403652191162,"63001","62505","62506","7"
"111581",51949.765625,20.0639171600342,"62506","63002","63001","7"
"111582",55668.962890625,21.4276027679443,"63002","62506","63003","7"
"111583",47901.6474609375,25.2487163543701,"62506","62507","63003","7"
"111584",50461.2006835938,24.6937885284424,"62508","63003","62507","7"
"111585",53325.2470703125,18.9004039764404,"63003","62508","63004","7"
"111586",58814.20703125,13.6123571395874,"63004","62508","62509","7"
"111587",6694.4013671875,13.1904211044312,"62510","62511","63005","7"
"111588",7118.3447265625,16.5056934356689,"63006","63005","62511","7"
"111589",6490.6572265625,20.0920238494873,"62512","63006","62511","7"
"111590",7678.30029296875,20.2591762542725,"62512","62513","63006","7"
"111591",7148.986328125,20.4061679840088,"62513","63007","63006","7"
"111592",7148.30322265625,19.9185066223145,"62514","63007","62513","7"
"111593",10223.4990234375,20.1074390411377,"62514","63008","63007","7"
"111594",10494.2241210938,18.6972560882568,"62514","63009","63008","7"
"111595",9818.31591796875,16.0363025665283,"62514","62515","63009","7"
"111596",9816.283203125,14.4782543182373,"62515","63010","63009","7"
"111597",9816.47021484375,13.3821125030518,"62516","63010","62515","7"
"111598",12513.9594726563,13.111180305481,"62516","63011","63010","7"
"112365",4288.5322265625,10.3613786697388,"62934","62932","63429","5"
"112366",4570.2392578125,10.9990177154541,"62935","63429","62932","5"
"112367",4575.1220703125,16.0305671691895,"62933","62935","62932","5"
"112368",3775.10400390625,6.2794017791748,"62934","63429","63430","5"
"112369",4546.8251953125,8.30392551422119,"62936","63429","62935","5"
"112370",3842.9951171875,7.57899236679077,"62936","63431","63429","5"
"112371",3790.95849609375,8.56142139434814,"62936","63432","63431","5"
"112372",3567.0263671875,12.7496280670166,"62936","62937","63432","5"
"112373",3630.296875,14.0067729949951,"63433","63432","62937","5"
"112374",3338.35986328125,17.0587368011475,"62938","63433","62937","5"
"112375",3921.57763671875,15.275315284729,"62938","62939","63433","5"
"112376",4197.119140625,14.0873155593872,"62939","63434","63433","5"
"112377",3831.13037109375,13.884521484375,"62940","63434","62939","5"
"112378",2765.0537109375,14.2362251281738,"62940","63435","63434","5"
"112379",2206.08154296875,14.2584180831909,"62940","63436","63435","5"
"112380",3186.91455078125,11.9889068603516,"62940","63437","63436","5"
"112381",2968.20556640625,9.79285144805908,"62940","62941","63437","5"
"112382",9534.5107421875,9.45882892608643,"62942","63438","62943","3"
"112383",8321.97216796875,8.24734020233154,"63439","63438","62942","3"
"112384",6350.6162109375,9.64661312103271,"63439","62942","62944","3"
"112385",12816.4912109375,12.7650957107544,"63440","63441","62943","3"
"112386",11223.6904296875,14.0465250015259,"63440","62943","63442","3"
"112387",9654.537109375,14.0504703521729,"63443","63442","62943","3"
"112388",9345.4404296875,11.3205938339233,"63443","62943","63438","3"
"112389",5985.251953125,10.0062999725342,"63439","62944","63444","7"
"112390",6417.509765625,10.7951831817627,"63444","62944","63445","7"
"112391",8205.71533203125,10.6082849502563,"62946","63445","62944","7"
"112392",7079.1962890625,10.9342260360718,"62945","62946","62944","7"
"112393",7168.513671875,9.90941715240479,"62946","63446","63445","7"
"112394",5114.4296875,9.25157260894775,"62946","62947","63446","7"
"112395",6123.3095703125,7.21270227432251,"63447","63446","62947","7"
"112396",6136.880859375,4.68228673934937,"62948","63447","62947","7"
"112397",6936.0146484375,11.1231822967529,"62949","63448","62954","7"
"112398",6065.67041015625,10.6236848831177,"63449","63448","62949","7"
"112399",7486.4794921875,13.7835817337036,"63449","62949","62950","7"
"112400",5789.267578125,13.0117530822754,"63449","62950","63450","7"
"112401",5791.8779296875,14.9116020202637,"62951","63450","62950","7"
"112402",5834.6728515625,12.7020893096924,"63451","63450","62951","7"
"112403",7142.75390625,13.1384315490723,"63451","62951","62952","7"
"112404",6874.22509765625,10.5386877059937,"63451","62952","63452","7"
"112405",6237.64892578125,9.05752468109131,"62952","62953","63452","7"
"112406",4998.4130859375,7.02228212356567,"63453","63452","62953","7"
"112407",8097.478515625,8.91114139556885,"63454","62955","62954","7"
"112408",6379.49609375,10.1212692260742,"63455","63454","62954","7"
"112409",7372.6767578125,9.37535762786865,"63455","62954","63448","7"
"112410",6187.30810546875,7.50125360488892,"63456","62955","63454","7"
"112411",13255.5981445313,4.74301242828369,"63457","62956","62957","7"
"112412",14313.849609375,5.02747344970703,"63457","62957","63458","7"
"112413",13259.1796875,5.53525066375732,"62957","62958","63458","7"
"112414",11410.083984375,5.3654088973999,"63459","63458","62958","7"
"112415",8327.09423828125,5.34657001495361,"63459","62958","63460","7"
"112416",11501.3251953125,4.75600147247315,"62958","62959","63460","7"
"112417",7929.98046875,3.02398157119751,"62960","63460","62959","7"
"112418",8193.97265625,2.52236413955689,"62960","63461","63460","7"
"112419",11312.2216796875,2.24088978767395,"62960","63462","63461","7"
"112420",11426.4731445313,2.5298273563385,"62960","62961","63462","7"
"112421",10505.6665039063,5.08428144454956,"63463","63462","62961","7"
"112422",11390.5375976563,7.39094352722168,"62962","63463","62961","7"
"112423",9650.60693359375,9.39569854736328,"62962","63464","63463","7"
"112424",8938.2841796875,9.64152240753174,"62962","63465","63464","7"
"112425",9215.41015625,8.96151733398438,"62962","62963","63465","7"
"112426",8602.7734375,6.88631296157837,"62965","63465","62963","7"
"112427",8136.62109375,5.18673515319824,"62964","62965","62963","7"
"112428",10731.0712890625,6.20918464660645,"62966","63465","62965","7"
"112429",8644.5654296875,7.20078897476196,"62966","63466","63465","7"
"112430",5548.40966796875,5.26419115066528,"62966","63467","63466","7"
"112431",7630.8505859375,5.82387733459473,"62970","62968","62967","7"
"112432",6914.83984375,5.26582384109497,"62969","62968","63468","7"
"112433",8653.5185546875,3.85028886795044,"63469","63468","62968","7"
"112434",9078.0947265625,5.13846397399902,"62970","63469","62968","7"
"112435",6151.2626953125,3.5421416759491,"62969","63468","63470","7"
"112436",8245.19140625,4.27190828323364,"62970","62971","63469","7"
"112437",8104.5625,2.76214051246643,"62971","63471","63469","7"
"112438",7101.1904296875,5.46080732345581,"62972","63471","62971","7"
"112439",7145.93310546875,7.87845659255982,"62972","63472","63471","7"
"112440",7834.44189453125,14.775839805603,"62972","62973","63472","7"
"112441",9718.31396484375,19.6914196014404,"63472","62973","62974","7"
"112442",9326.173828125,16.3762702941895,"63473","63472","62974","7"
"112443",10634.751953125,21.1015243530273,"63473","62974","63474","7"
"112444",11240.4526367188,28.3579330444336,"63474","62974","62975","7"
"112445",13313.9633789063,31.7849502563477,"63475","63474","62975","7"
"112446",14755.7700195313,35.6136054992676,"63475","62975","62976","7"
"112447",15033.8608398438,36.0181007385254,"63475","62976","63476","7"
"112448",14178.8852539063,35.4834022521973,"62977","63476","62976","7"
"112449",15122.4672851563,33.7531471252441,"63477","63476","62977","7"
"112450",15415.8461914063,32.5680160522461,"63477","62977","62978","7"
"112451",14903.2836914063,30.0737075805664,"63477","62978","63478","7"
"112452",14082.1850585938,27.9518337249756,"62978","62979","63478","7"
"112453",15431.6401367188,21.2656059265137,"63479","63478","62979","7"
"112454",15743.23828125,21.1701011657715,"63479","62979","62980","7"
"112455",18190.0458984375,18.1141815185547,"63479","62980","63480","7"
"112456",15762.763671875,26.6315155029297,"62981","63480","62980","7"
"112457",19574.1948242188,27.5463981628418,"63481","63480","62981","7"
"112458",18531.98828125,36.3496704101563,"63481","62981","62982","7"
"112459",19037.4653320313,37.6343269348145,"63481","62982","63482","7"
"112460",17187.4453125,45.9038009643555,"63482","62982","62983","7"
"112461",17605.84765625,48.6460151672363,"63483","63482","62983","7"
"112462",17224.0522460938,51.9540710449219,"63483","62983","62984","7"
"112463",17502.1123046875,49.4536895751953,"63483","62984","63484","7"
"112464",17966.0415039063,45.0432586669922,"62984","62985","63484","7"
"112465",18198.1396484375,43.8032188415527,"63485","63484","62985","7"
"112466",19480.0927734375,48.5336990356445,"63485","62985","62986","7"
"112467",20182.900390625,58.7170333862305,"63485","62986","62987","7"
"112468",20289.8466796875,61.7341766357422,"63485","62987","63486","7"
"112469",20332.7041015625,72.6961517333984,"63486","62987","62988","7"
"112470",21146.3686523438,73.7827911376953,"63487","63486","62988","7"
"112471",23249.8681640625,77.4195098876953,"63487","62988","62989","7"
"112472",23178.888671875,73.4959259033203,"63487","62989","63488","7"
"112473",30170.06640625,75.6311492919922,"62989","62990","63488","7"
"112474",30277.6201171875,71.0851745605469,"63489","63488","62990","7"
"112475",40005.1923828125,72.4996566772461,"63489","62990","62991","7"
"112476",30063.4677734375,66.5741806030273,"63489","62991","63490","7"
"112477",30712.42578125,65.8439331054688,"63491","63490","62991","7"
"112478",50899.2504882813,67.7354202270508,"63492","63491","62991","7"
"112479",64135.88671875,72.4430541992188,"62991","62992","63492","7"
"112480",84045.7255859375,74.0025787353516,"62993","63492","62992","7"
"112481",91731.9609375,69.9447326660156,"63493","63492","62993","7"
"112482",97698.427734375,73.5886993408203,"62993","63494","63493","7"
"112483",92617.5205078125,78.8052139282227,"63495","63494","62993","7"
"112484",88041.25390625,79.4441375732422,"62993","62994","63495","7"
"112485",72232.9912109375,81.0409927368164,"62995","63495","62994","7"
"112486",91627.9560546875,82.4908981323242,"62995","63496","63495","7"
"112487",72148.1376953125,83.7920532226563,"62996","63496","62995","7"
"112488",65078.255859375,83.5538024902344,"62997","63496","62996","7"
"112489",86229.38671875,86.4579620361328,"62997","63497","63496","7"
"112490",80633.50390625,76.6612854003906,"62997","62998","63497","7"
"112491",112468.72265625,66.9255523681641,"62998","63498","63497","7"
"112492",90788.271484375,42.9820442199707,"62998","63499","63498","7"
"112493",65190.9345703125,31.112943649292,"63499","62998","62999","7"
"112494",51270.9287109375,18.9409046173096,"63500","63499","62999","7"
"112495",45322.2495117188,16.9229526519775,"63000","63500","62999","7"
"112496",55915.4692382813,14.1600351333618,"63501","63500","63000","7"
"112497",51091.7421875,14.3749265670776,"63001","63501","63000","7"
"112498",42216.3056640625,9.81431102752686,"63501","63001","63502","7"
"112499",48624.9453125,12.3538112640381,"63502","63001","63002","7"
"112500",41292.9516601563,7.90667152404785,"63502","63002","63503","7"
"112501",49564.4331054688,8.31543636322021,"63503","63002","63504","7"
"112502",49418.7509765625,14.1262607574463,"63003","63504","63002","7"
"112503",58295.349609375,12.1539907455444,"63504","63003","63004","7"
"112504",6495.7998046875,13.6279287338257,"63505","63005","63006","7"
"112505",7180.857421875,17.3612518310547,"63505","63006","63007","7"
"112506",10262.8212890625,14.5377244949341,"63505","63007","63506","7"
"112507",10262.8212890625,17.7715740203857,"63008","63506","63007","7"
"112508",10263.69140625,14.0822038650513,"63507","63506","63008","7"
"112509",10521.1015625,17.6070156097412,"63507","63008","63508","7"
"112510",10517.8037109375,19.8862037658691,"63009","63508","63008","7"
"112511",10520.3930664063,18.2679481506348,"63509","63508","63009","7"
"112512",9816.283203125,15.5209503173828,"63509","63009","63010","7"
"112513",12513.4150390625,13.8054275512695,"63509","63010","63510","7"
"112514",12513.9594726563,12.4917993545532,"63011","63510","63010","7"
"112515",12513.8803710938,11.7327270507813,"63511","63510","63011","7"
"113317",3638.8779296875,6.19210815429688,"63431","63430","63429","5"
"113318",2780.18359375,5.61160373687744,"63945","63430","63431","5"
"113319",2959.521484375,5.58923625946045,"63945","63431","63946","5"
"113320",3658.55419921875,7.1521692276001,"63432","63946","63431","5"
"113321",3522.55029296875,6.78237581253052,"63947","63946","63432","5"
"113322",4316.5927734375,9.44877243041992,"63947","63432","63433","5"
"113323",4874.380859375,11.3127365112305,"63947","63433","63434","5"
"113324",4246.87451171875,9.12832546234131,"63947","63434","63948","5"
"113325",2617.4599609375,12.2546081542969,"63948","63434","63435","5"
"113326",3053.4599609375,10.2299194335938,"63948","63435","63949","5"
"113327",3104.0126953125,12.2942514419556,"63950","63949","63435","5"
"113328",2347.47216796875,14.3411331176758,"63436","63950","63435","5"
"113329",2061.70849609375,13.8867902755737,"63436","63951","63950","5"
"113330",2326.47607421875,12.0533905029297,"63437","63951","63436","5"
"113331",1855.33642578125,10.5087566375732,"63437","63952","63951","5"
"113332",6340.041015625,10.6140031814575,"63443","63438","63953","3"
"113333",6339.484375,8.43266296386719,"63954","63953","63438","3"
"113334",6339.484375,7.92776489257813,"63439","63954","63438","3"
"113335",6772.0712890625,8.81393718719482,"63439","63444","63954","3"
"113336",10567.1171875,13.1729106903076,"63440","63955","63441","3"
"113337",10209.072265625,13.2592067718506,"63440","63956","63955","3"
"113338",10724.47265625,13.519681930542,"63440","63957","63956","3"
"113339",10144.37109375,14.7148160934448,"63440","63442","63957","3"
"113340",14350.44140625,8.0471248626709,"63959","63441","63958","3"
"113341",9786.3984375,10.8688020706177,"63955","63958","63441","3"
"113342",10077.36328125,14.2885999679565,"63957","63442","63960","3"
"113343",8388.5322265625,13.7005252838135,"63961","63960","63442","3"
"113344",8367.837890625,14.1306867599487,"63443","63961","63442","3"
"113345",8278.0576171875,12.1157035827637,"63443","63962","63961","3"
"113346",6883.58837890625,11.6115550994873,"63443","63963","63962","3"
"113347",6376.07470703125,11.4180727005005,"63443","63953","63963","3"
"113348",6770.9765625,9.02194499969482,"63444","63964","63954","3"
"113349",6744.580078125,9.20296478271484,"63965","63964","63444","7"
"113350",7111.30859375,9.78384113311768,"63965","63444","63445","7"
"113351",8011.59130859375,10.0354681015015,"63965","63445","63966","7"
"113352",8027.9580078125,10.3479423522949,"63446","63966","63445","7"
"113353",8029.283203125,9.38991641998291,"63456","63966","63446","7"
"113354",6123.3095703125,6.91252040863037,"63456","63446","63447","7"
"113355",8844.01806640625,6.16049432754517,"63455","63448","63967","7"
"113356",6601.65966796875,4.10754299163818,"63448","63968","63967","7"
"113357",8476.37841796875,6.82290935516357,"63449","63968","63448","7"
