FS0237	10.885	10.885	10.885	10.885	10.885	10.885	10.885	10.885	10.885
FS0240	9.221	131.734	263.469	395.203	526.937	658.671	790.406	922.14	790.406
FS0241	3456.514	3465.492	3474.47	3483.448	3492.426	3501.404	3510.382	3519.36	3142.286
FS0244	4.907	4.907	4.907	4.907	4.907	4.907	4.907	4.907	4.907
FS0875	60215.46	56626.809	53038.157	49449.506	45860.854	42272.203	38683.551	35094.9	35780.966
FS1047	5132.4	4818.171	4503.943	4189.714	3875.486	3561.257	3247.029	2932.8	2828.057
FS1067	7563.24	8523.651	9484.063	10444.474	11404.886	12365.297	13325.709	14286.12	14166.069
FS1101	72959.04	67202.856	61446.672	55690.488	49934.304	44178.12	38421.936	32665.752	29302.056
FS1112	267900	273258	278616	283974	289332	294690	300048	305406	318982.286
