FS0299	186700	734100
FS1101	203300	733100
FS1112	199100	734000
FS1288	198300	734100
FS0237	206100	770600
FS1067	202600	733100
FS0663	183500	730700
FS0241	185400	752100
FS0240	201300	764700
FS0745	186500	745300
FS0914	182200	740800
FS0426	193400	741700
FS1047	193200	741800
FS0244	207900	759500
FS1354	192300	750200
FS0875	184700	740000
